"comparison","ARI","NMI"
"NMF_Leiden_vs_NMF_Louvain_0.1",0.498371645000797,0.615821397552322
"NMF_Leiden_vs_NMF_Louvain_0.2",0.553304040792845,0.719697580362202
"NMF_Leiden_vs_NMF_Louvain_0.3",0.864097386103797,0.883083222047669
