"comparison","ARI","NMI"
"NMF_Louvain_vs_PCA_Louvain_noHarmony_0.3",0.520389457841333,0.556058388047279
"NMF_Louvain_vs_PCA_Leiden_noHarmony_0.3",0.52359777867182,0.577897872836129
"NMF_Leiden_vs_PCA_Louvain_noHarmony_0.3",0.527278746420409,0.559284743562509
"NMF_Leiden_vs_PCA_Leiden_noHarmony_0.3",0.521417317896784,0.578661434466606
